"No.","Time","Source","Destination","Protocol","Length","Info","Type","Data rate"
"12099","4.282089","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1917, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12100","4.282162","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12101","4.282273","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"12102","4.282346","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12103","4.282420","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12104","4.282493","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1918, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12105","4.282610","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1919, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12106","4.282684","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1920, FN=0, Flags=.p....F..","QoS Data","325,325"
"12107","4.282758","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12108","4.282831","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12109","4.282944","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12110","4.283014","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12111","4.283122","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12112","4.283195","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1921, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12113","4.283268","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1922, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12114","4.283384","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1923, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12115","4.283458","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1924, FN=0, Flags=.p....F..","QoS Data","325,325"
"12116","4.283532","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12117","4.283756","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12118","4.283829","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"12119","4.283944","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12120","4.284049","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12121","4.284309","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1925, FN=0, Flags=.p....F..","QoS Data","325,325"
"12122","4.284383","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1926, FN=0, Flags=.p....F..","QoS Data","325,325"
"12123","4.284456","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12124","4.284940","4e:7a:8a:83:19:be","Broadcast","802.11","294","Beacon frame, SN=2541, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"12125","4.285237","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","873","QoS Data, SN=2957, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"12126","4.285444","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12127","4.286102","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12128","4.286175","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12129","4.286249","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12130","4.286366","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1927, FN=0, Flags=.p..R.F.C","QoS Data","325,325"
"12131","4.286440","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1928, FN=0, Flags=.p..R.F.C","QoS Data","325,325"
"12132","4.286514","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12133","4.286780","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12134","4.286855","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12135","4.286929","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12136","4.287126","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1929, FN=0, Flags=.p....F..","QoS Data","325,325"
"12137","4.287204","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1930, FN=0, Flags=.p....F..","QoS Data","325,325"
"12138","4.287294","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12139","4.287366","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12140","4.287570","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12141","4.287672","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1931, FN=0, Flags=.p....F..","QoS Data","325,325"
"12142","4.287763","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1932, FN=0, Flags=.p....F..","QoS Data","325,325"
"12143","4.287863","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1933, FN=0, Flags=.p....F..","QoS Data","325,325"
"12144","4.287937","Intel_80:00:00","IntelCor_b1:42:d4","802.11","493","QoS Data, SN=1934, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12145","4.288012","cc:51:f1:80:00:00","00:f5:e9:e5:74:66","802.11","1390","QoS Data, SN=1936, FN=0, Flags=.p....F..","QoS Data","325,325"
"12146","4.288086","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12147","4.288203","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12148","4.288285","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12149","4.288357","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12150","4.288430","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12151","4.288547","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12152","4.288620","Intel_80:00:00","97:8e:72:42:51:70","802.11","1386","QoS Data, SN=1937, FN=0, Flags=.p.PRMF..","QoS Data","325,325"
"12153","4.288693","Intel_80:00:00","37:0c:b8:b8:42:d4","802.11","1390","QoS Data, SN=1938, FN=0, Flags=.p....F..","QoS Data","325,325"
"12154","4.288764","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"12155","4.288883","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12156","4.288956","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12157","4.289030","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1937, FN=0, Flags=.p..R.F..","QoS Data","325,325"
"12158","4.289103","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12159","4.289212","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12160","4.289286","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12161","4.289402","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=3955, FN=0, Flags=.p....F..","QoS Data","325,325"
"12162","4.289475","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12163","4.289549","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"12164","4.289662","Pegatron_44:31:70 (78:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12165","4.290124","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","873","QoS Data, SN=2958, FN=0, Flags=.p....F.C","QoS Data","29.25,29.25"
"12166","4.290196","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12167","4.290305","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12168","4.290378","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1941, FN=0, Flags=.p....F..","QoS Data","325,325"
"12169","4.290451","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1942, FN=0, Flags=.p....F..","QoS Data","325,325"
"12170","4.290566","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1943, FN=0, Flags=.p....F..","QoS Data","325,325"
"12171","4.290642","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1944, FN=0, Flags=.p....F..","QoS Data","325,325"
"12172","4.290711","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12173","4.290781","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12174","4.290926","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12175","4.291027","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1945, FN=0, Flags=.p....F..","QoS Data","325,325"
"12176","4.291121","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1946, FN=0, Flags=.p....F..","QoS Data","325,325"
"12177","4.291222","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1947, FN=0, Flags=.p....F..","QoS Data","325,325"
"12178","4.291295","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1277","QoS Data, SN=1948, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12179","4.291372","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12180","4.291491","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12181","4.291565","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12182","4.291638","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12183","4.291711","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1949, FN=0, Flags=.p....F..","QoS Data","325,325"
"12184","4.291785","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1950, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12185","4.291858","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1951, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12186","4.291932","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12187","4.292045","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12188","4.292117","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12189","4.292189","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12190","4.292306","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12191","4.292379","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1952, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12192","4.292453","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1953, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12193","4.292527","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12194","4.292907","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12195","4.293594","Pegatron_05:1e:c0","Apple_92:fc:f9","802.11","465","Probe Response, SN=2421, FN=0, Flags=........C, BI=100, SSID=GORRA-K11-5","Probe Response","6"
"12196","4.294109","Pegatron_44:31:70","Broadcast","802.11","332","Beacon frame, SN=805, FN=0, Flags=........C, BI=200, SSID=CIA_Surveillance","Beacon frame","6"
"12197","4.294814","ArrisGro_19:d7:32","Apple_92:fc:f9","802.11","518","Probe Response, SN=2127, FN=0, Flags=........., BI=100, SSID=marineA32[Malformed Packet]","Probe Response","6"
"12198","4.294889","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2959, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"12199","4.295002","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2959, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"12200","4.295480","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12201","4.295554","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2959, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"12202","4.296189","Pegatron_05:1e:c1","Broadcast","802.11","317","Beacon frame, SN=3267, FN=0, Flags=........., BI=100, SSID=Broadcast[Packet size limited during capture]","Beacon frame","6"
"12203","4.296569","Pegatron_05:1e:c2","Broadcast","802.11","317","Beacon frame, SN=3029, FN=0, Flags=........., BI=100, SSID=Broadcast[Malformed Packet]","Beacon frame","6"
"12204","4.296645","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12205","4.296761","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"12206","4.298032","Pegatron_44:31:70","Apple_92:fc:f9","802.11","438","Probe Response, SN=806, FN=0, Flags=........C, BI=200, SSID=CIA_Surveillance","Probe Response","6"
"12207","4.298108","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12208","4.298182","ArrisGro_4f:c2:b7","Apple_94:a9:3d","802.11","260","QoS Data, SN=2960, FN=0, Flags=.p....F..","QoS Data","29.25,29.25"
"12209","4.298295","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12210","4.298745","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2959, FN=0, Flags=.p..R.F.C","QoS Data","29.25,29.25"
"12211","4.299178","ArrisGro_0e:c2:b7","98:5a:6b:94:a9:3d","802.11","201","QoS Data, SN=2959, FN=0, Flags=.p..R.F..","QoS Data","29.25,29.25"
"12212","4.299964","Pegatron_44:31:70","Apple_92:fc:f9","802.11","438","Probe Response, SN=806, FN=0, Flags=....R...C, BI=200, SSID=CIA_Surveillance","Probe Response","6"
"12213","4.300405","8a:f2:9e:44:31:70","Apple_92:fc:f9","802.11","268","Probe Response, SN=3535, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Probe Response","6"
"12214","4.300782","8a:f2:9e:44:31:70","Apple_92:fc:f9","802.11","268","Probe Response, SN=3535, FN=0, Flags=....R...C, BI=200, SSID=xfinitywifi","Probe Response","6"
"12215","4.301195","4e:7a:8a:83:19:be","Apple_92:fc:f9","802.11","288","Probe Response, SN=2542, FN=0, Flags=....R...., BI=200[Malformed Packet]","Probe Response","6"
"12216","4.301649","8a:f2:9e:44:31:70","Apple_92:fc:f9","802.11","268","Probe Response, SN=3535, FN=0, Flags=....R...C, BI=200, SSID=xfinitywifi","Probe Response","6"
"12217","4.301723","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12218","4.301834","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12219","4.301925","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1954, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12220","4.302042","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1955, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12221","4.302117","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12222","4.302188","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"12223","4.302302","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12224","4.302459","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12225","4.302532","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1956, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12226","4.302607","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1390","QoS Data, SN=1957, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12227","4.302733","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12228","4.302803","","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"12229","4.302884","Pegatron_44:31:70 (79:f2:9e:44:31:70) (TA)","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"12230","4.302955","","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","6"
"12231","4.303063","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1958, FN=0, Flags=.p....F..","QoS Data","325,325"
"12232","4.303133","02:50:f1:80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1961, FN=0, Flags=.p....F..","QoS Data","325,325"
"12233","4.303203","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1261","QoS Data, SN=1962, FN=0, Flags=.p....F..","QoS Data","325,325"
"12234","4.303272","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1963, FN=0, Flags=.p....F..","QoS Data","325,325"
"12235","4.303344","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1964, FN=0, Flags=.p....F..","QoS Data","325,325"
"12236","4.303417","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1965, FN=0, Flags=.p....F..","QoS Data","325,325"
"12237","4.303486","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1967, FN=0, Flags=.p....F..","QoS Data","325,325"
"12238","4.303598","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1968, FN=0, Flags=.p....F..","QoS Data","325,325"
"12239","4.303666","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1969, FN=0, Flags=.p....F..","QoS Data","325,325"
"12240","4.303736","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1970, FN=0, Flags=.p....F..","QoS Data","325,325"
"12241","4.303805","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1971, FN=0, Flags=.p....F..","QoS Data","325,325"
"12242","4.303886","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1972, FN=0, Flags=.p....F..","QoS Data","325,325"
"12243","4.303955","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1973, FN=0, Flags=.p....F..","QoS Data","325,325"
"12244","4.304025","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1974, FN=0, Flags=.p....F..","QoS Data","325,325"
"12245","4.304099","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1975, FN=0, Flags=.p....F..","QoS Data","325,325"
"12246","4.304171","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1277","QoS Data, SN=1976, FN=0, Flags=.p....F..","QoS Data","325,325"
"12247","4.304242","IntelCor_b1:42:d4 (e0:94:67:b1:42:d4) (TA)","Pegatron_44:31:70 (78:f2:9e:44:31:70) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"12248","4.304312","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1977, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12249","4.304383","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1978, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12250","4.304455","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1979, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12251","4.304635","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1980, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12252","4.304709","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1981, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12253","4.304783","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1982, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12254","4.304857","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1983, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12255","4.304931","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1984, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12256","4.305005","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1985, FN=0, Flags=.p....F..","QoS Data","325,325"
"12257","4.305079","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1986, FN=0, Flags=.p....F.C","QoS Data","325,325"
"12258","4.305153","Intel_80:00:00","IntelCor_b1:42:d4","802.11","1386","QoS Data, SN=1987, FN=0, Flags=.p....F.C","QoS Data","325,325"
