"No.","Time","Source","Destination","Protocol","Length","Info","Type","Data rate"
"1","0.000000","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"2","0.000086","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"3","0.002810","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","216","QoS Data, SN=2307, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"4","0.003199","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"5","0.003359","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"6","0.004580","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","745","QoS Data, SN=2308, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"7","0.005330","0e:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2654, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"8","0.008105","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"9","0.008193","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"10","0.012720","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","230","QoS Data, SN=2309, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"11","0.012962","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","745","QoS Data, SN=2310, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"12","0.013037","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"13","0.013387","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"14","0.013460","ArrisGro_0f:c2:b5 (bd:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","45","Request-to-send, Flags=........C","Request-to-send","6"
"15","0.013964","4e:7a:8a:19:d7:32","Broadcast","802.11","304","Beacon frame, SN=3183, FN=0, Flags=........., BI=100, SSID=\\357\\277\\275finitewi[Malformed Packet]","Beacon frame","6"
"16","0.014455","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"17","0.014529","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"18","0.014645","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","745","QoS Data, SN=2311, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"19","0.015831","52:86:8c:e9:ec:2c","Broadcast","802.11","347","Beacon frame, SN=2919, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"20","0.017964","d2:7c:d1:07:b5:10","Broadcast","802.11","274","Beacon frame, SN=392, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"21","0.018490","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"22","0.018764","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"23","0.021128","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","745","QoS Data, SN=2312, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"24","0.024477","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","270","QoS Data, SN=2313, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"25","0.024714","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"26","0.024789","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"27","0.025789","ArrisGro_80:9a:84","Broadcast","802.11","357","Beacon frame, SN=2223, FN=0, Flags=........C, BI=100, SSID=CARS","Beacon frame","6"
"28","0.026312","Pegatron_05:41:00","Broadcast","802.11","359","Beacon frame, SN=2421, FN=0, Flags=........C, BI=100, SSID=HOME-05B7-5","Beacon frame","6"
"29","0.026706","Pegatron_05:41:01","Broadcast","802.11","317","Beacon frame, SN=3247, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"30","0.027162","Pegatron_05:41:02","Broadcast","802.11","317","Beacon frame, SN=3173, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"31","0.027505","Pegatron_05:41:04","Broadcast","802.11","274","Beacon frame, SN=1129, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"32","0.028009","Pegatron_05:41:03","Broadcast","802.11","317","Beacon frame, SN=3147, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"33","0.030768","ArrisGro_0f:c2:b5","Broadcast","802.11","364","Beacon frame, SN=2499, FN=0, Flags=........C, BI=200, SSID=GWQ-Home_5G","Beacon frame","6"
"34","0.030856","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","745","QoS Data, SN=2314, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"35","0.030958","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"36","0.031076","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"37","0.033424","7e:f2:9e:44:31:70","Broadcast","802.11","317","Beacon frame, SN=826, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"38","0.034622","5e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=975, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"39","0.035248","5e:7a:8a:83:19:be","Broadcast","802.11","337","Beacon frame, SN=1294, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"40","0.036434","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","745","QoS Data, SN=2315, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"41","0.036961","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"42","0.037037","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"43","0.042199","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2316, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"44","0.043375","Pegatron_00:d1:f0","Broadcast","802.11","321","Beacon frame, SN=3019, FN=0, Flags=........C, BI=100, SSID=virus","Beacon frame","6"
"45","0.043813","Pegatron_00:d1:f1","Broadcast","802.11","317","Beacon frame, SN=2671, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"46","0.044290","Pegatron_00:d1:f2","Broadcast","802.11","317","Beacon frame, SN=2536, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"47","0.044602","Pegatron_00:d1:f4","Broadcast","802.11","274","Beacon frame, SN=1794, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"48","0.045083","Pegatron_00:d1:f3","Broadcast","802.11","317","Beacon frame, SN=2505, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"49","0.046225","ce:2e:48:80:9a:84","Broadcast","802.11","304","Beacon frame, SN=371, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"50","0.047725","7e:85:2a:dd:4a:c0","Broadcast","802.11","317","Beacon frame, SN=3046, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"51","0.048388","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"52","0.048464","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"53","0.049553","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","873","QoS Data, SN=2318, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"54","0.051458","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"55","0.051758","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"56","0.052142","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"57","0.052298","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"58","0.055027","7e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=896, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"59","0.055583","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","873","QoS Data, SN=2319, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"60","0.057918","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"61","0.058000","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"62","0.058722","Pegatron_0a:b0:08","Broadcast","802.11","326","Beacon frame, SN=848, FN=0, Flags=........C, BI=100, SSID=boulder828","Beacon frame","6"
"63","0.059171","Pegatron_0a:b0:09","Broadcast","802.11","317","Beacon frame, SN=277, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"64","0.059686","Pegatron_0a:b0:0a","Broadcast","802.11","317","Beacon frame, SN=3904, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"65","0.059971","Pegatron_0a:b0:0c","Broadcast","802.11","274","Beacon frame, SN=1336, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"66","0.060430","Pegatron_0a:b0:0b","Broadcast","802.11","317","Beacon frame, SN=3866, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"67","0.061511","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2320, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"68","0.062187","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"69","0.062280","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"70","0.066855","de:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2859, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"71","0.067571","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"72","0.067752","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"73","0.068666","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"74","0.069058","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"75","0.070042","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","241","QoS Data, SN=2321, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"76","0.070484","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"77","0.070560","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"78","0.071131","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","249","QoS Data, SN=2322, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"79","0.071211","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","208","QoS Data, SN=2323, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"80","0.072140","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1189","QoS Data, SN=2324, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"81","0.072929","Pegatron_69:a7:f0","Broadcast","802.11","359","Beacon frame, SN=1579, FN=0, Flags=........C, BI=200, SSID=HOME-8520-5","Beacon frame","6"
"82","0.073008","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"83","0.073081","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"84","0.073897","","Apple_10:04:fe (34:08:bc:10:04:fe) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","24"
"85","0.073971","Pegatron_05:1e:c0 (ec:aa:a0:05:1e:c0) (TA)","Apple_10:04:fe (34:08:bc:10:04:fe) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","24"
"86","0.074489","82:f2:9e:44:31:70","Broadcast","802.11","317","Beacon frame, SN=826, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"87","0.074571","","Apple_10:04:fe (34:08:bc:10:04:fe) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"88","0.075567","8e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=858, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"89","0.078216","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","1189","QoS Data, SN=2325, FN=0, Flags=.p....F.C","QoS Data","175.5,175.5"
"90","0.081943","ce:2e:48:0f:c2:b5","Broadcast","802.11","304","Beacon frame, SN=2985, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"91","0.082920","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2326, FN=0, Flags=.p....F.C","QoS Data","234,234"
"92","0.086467","7e:7a:8a:83:19:be","Broadcast","802.11","337","Beacon frame, SN=1294, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"93","0.087304","fe:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2750, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"94","0.087397","","IntelCor_67:2b:6c (00:24:d7:67:2b:6c) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","6"
"95","0.093094","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"96","0.093171","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"97","0.093290","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","253","QoS Data, SN=2327, FN=0, Flags=.p....F.C","QoS Data","234,234"
"98","0.096234","ArrisGro_19:d7:32","Broadcast","802.11","394","Beacon frame, SN=2085, FN=0, Flags=........C, BI=100, SSID=marineA32","Beacon frame","6"
"99","0.096838","Pegatron_05:1e:c0","Broadcast","802.11","359","Beacon frame, SN=4022, FN=0, Flags=........C, BI=100, SSID=GORRA-K11-5","Beacon frame","6"
"100","0.097136","Pegatron_05:1e:c1","Broadcast","802.11","317","Beacon frame, SN=3226, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"101","0.097586","Pegatron_05:1e:c2","Broadcast","802.11","317","Beacon frame, SN=2988, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"102","0.098082","Pegatron_05:1e:c4","Broadcast","802.11","274","Beacon frame, SN=3367, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"103","0.098432","Pegatron_05:1e:c3","Broadcast","802.11","317","Beacon frame, SN=2955, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"104","0.099100","82:85:2a:dd:4a:c0","Broadcast","802.11","317","Beacon frame, SN=3046, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"105","0.100132","c6:7c:d1:07:b5:10","Broadcast","802.11","317","Beacon frame, SN=522, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"106","0.102418","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"107","0.102536","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"108","0.107960","0e:2e:48:80:9a:84","Broadcast","802.11","347","Beacon frame, SN=2655, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"109","0.108081","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"110","0.108302","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"111","0.111315","Htc_4b:ee:a1","Pegatron_44:31:70","802.11","55","QoS Null function (No data), SN=3440, FN=0, Flags=...P...TC","QoS Null function (No data)","6"
"112","0.111399","","Htc_4b:ee:a1 (ac:37:43:4b:ee:a1) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","6"
"113","0.113057","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"114","0.113139","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"115","0.113877","c6:7c:d1:69:a7:f0","Broadcast","802.11","317","Beacon frame, SN=1546, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"116","0.115388","86:f2:9e:44:31:70","Broadcast","802.11","317","Beacon frame, SN=826, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"117","0.116582","4e:7a:8a:19:d7:32","Broadcast","802.11","304","Beacon frame, SN=3184, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"118","0.118374","22:86:8c:e9:ec:2c","Broadcast","802.11","304","Beacon frame, SN=708, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"119","0.118619","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"120","0.118744","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"121","0.120064","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","178","QoS Data, SN=2328, FN=0, Flags=.p....F.C","QoS Data","234,234"
"122","0.120149","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","945","QoS Data, SN=2329, FN=0, Flags=.p....F.C","QoS Data","234,234"
"123","0.121042","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","224","QoS Data, SN=2330, FN=0, Flags=.p....F.C","QoS Data","234,234"
"124","0.123195","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","945","QoS Data, SN=2331, FN=0, Flags=.p....F.C","QoS Data","234,234"
"125","0.125217","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"126","0.125296","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"127","0.126724","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","201","QoS Data, SN=2332, FN=0, Flags=.p....F.C","QoS Data","234,234"
"128","0.128246","ArrisGro_80:9a:84","Broadcast","802.11","357","Beacon frame, SN=2224, FN=0, Flags=........C, BI=100, SSID=CARS","Beacon frame","6"
"129","0.128855","Pegatron_05:41:00","Broadcast","802.11","359","Beacon frame, SN=2422, FN=0, Flags=........C, BI=100, SSID=HOME-05B7-5","Beacon frame","6"
"130","0.129143","Pegatron_05:41:01","Broadcast","802.11","317","Beacon frame, SN=3248, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"131","0.129745","Pegatron_05:41:02","Broadcast","802.11","317","Beacon frame, SN=3174, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"132","0.129865","Pegatron_05:41:04","Broadcast","802.11","274","Beacon frame, SN=1130, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"133","0.130526","Pegatron_05:41:03","Broadcast","802.11","317","Beacon frame, SN=3148, FN=0, Flags=........., BI=100, SSID=Broadcast","Beacon frame","6"
"134","0.130609","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"135","0.130685","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"136","0.133227","de:2e:48:0f:c2:b5","Broadcast","802.11","347","Beacon frame, SN=912, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"137","0.134622","","Apple_10:04:fe (34:08:bc:10:04:fe) (RA)","802.11","39","Acknowledgement, Flags=........C","Acknowledgement","24"
"138","0.137111","5e:7a:8a:19:d7:32","Broadcast","802.11","347","Beacon frame, SN=976, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"139","0.137728","ArrisGro_83:19:be","Broadcast","802.11","384","Beacon frame, SN=2863, FN=0, Flags=........C, BI=200, SSID=Monserrat","Beacon frame","6"
"140","0.141102","ca:7c:d1:07:b5:10","Broadcast","802.11","317","Beacon frame, SN=522, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"141","0.141223","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"142","0.141460","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"143","0.144978","ArrisGro_0f:c2:b7","Apple_94:a9:3d","802.11","275","QoS Data, SN=2333, FN=0, Flags=.p....F.C","QoS Data","234,234"
"144","0.145958","Pegatron_00:d1:f0","Broadcast","802.11","321","Beacon frame, SN=3020, FN=0, Flags=........C, BI=100, SSID=virus","Beacon frame","6"
"145","0.146122","Pegatron_00:d1:f1","Broadcast","802.11","317","Beacon frame, SN=2672, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"146","0.146841","Pegatron_00:d1:f2","Broadcast","802.11","317","Beacon frame, SN=2537, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"147","0.147005","Pegatron_00:d1:f4","Broadcast","802.11","274","Beacon frame, SN=1795, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"148","0.147648","Pegatron_00:d1:f3","Broadcast","802.11","317","Beacon frame, SN=2506, FN=0, Flags=........C, BI=100, SSID=Broadcast","Beacon frame","6"
"149","0.147769","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"150","0.147894","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"151","0.148780","ce:2e:48:80:9a:84","Broadcast","802.11","304","Beacon frame, SN=372, FN=0, Flags=........C, BI=100, SSID=xfinitywifi","Beacon frame","6"
"152","0.150286","Pegatron_dd:4a:c0","Broadcast","802.11","326","Beacon frame, SN=2319, FN=0, Flags=........C, BI=200, SSID=Marine-A50","Beacon frame","6"
"153","0.151268","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"154","0.151352","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
"155","0.154808","ca:7c:d1:69:a7:f0","Broadcast","802.11","317","Beacon frame, SN=1546, FN=0, Flags=........C, BI=200, SSID=Broadcast","Beacon frame","6"
"156","0.156311","8a:f2:9e:44:31:70","Broadcast","802.11","274","Beacon frame, SN=3514, FN=0, Flags=........C, BI=200, SSID=xfinitywifi","Beacon frame","6"
"157","0.156399","","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","39","Clear-to-send, Flags=........C","Clear-to-send","12"
"158","0.156523","ArrisGro_0f:c2:b5 (bc:2e:48:0f:c2:b5) (TA)","Apple_94:a9:3d (98:5a:eb:94:a9:3d) (RA)","802.11","57","802.11 Block Ack, Flags=........C","802.11 Block Ack","12"
